Timestamp,Raw_X,Raw_Y,Raw_Z,Filtered_X,Filtered_Y,Filtered_Z
1789900054.4044728,-0.0378875732421875,-0.0010986328125,-0.992462158203125,-0.0075775146484375,-0.0002197265625,-0.19849243164062502
1789900054.500449,-0.0301666259765625,0.0,-0.9891204833984375,-0.012095336914062501,-0.00017578125000000002,-0.3566180419921875
1789900054.6001148,-0.025146484375,-0.00244140625,-0.9982147216796875,-0.014705566406250002,-0.00062890625,-0.4849373779296875
1789900054.7005482,-0.025634765625,-0.0039215087890625,-0.996795654296875,-0.016891406250000005,-0.0012874267578125002,-0.587309033203125
1789900054.799979,-0.02734375,-0.0048065185546875,-0.9951934814453125,-0.018981875000000006,-0.0019912451171875,-0.6688859228515625
1789900054.899712,-0.0274200439453125,-0.006927490234375,-0.99603271484375,-0.020669508789062506,-0.0029784941406250003,-0.73431528125
1789900054.99792,-0.0281982421875,-0.0077056884765625,-0.9971466064453125,-0.02217525546875001,-0.0039239330078125,-0.7868815462890626
1789900055.097187,-0.0286865234375,-0.0090484619140625,-0.9929046630859375,-0.02347750906250001,-0.0049488387890625,-0.8280861696484376
1789900055.1966748,-0.015167236328125,-0.0023651123046875,-1.000244140625,-0.02181545451562501,-0.0044320934921875,-0.8625177638437501
1789900055.2962031,-0.0242767333984375,-0.006195068359375,-1.00823974609375,-0.022307710292187508,-0.004784688465625,-0.8916621602937502
1789900055.395835,-0.0275421142578125,-0.00799560546875,-0.9991302490234375,-0.023354591085312508,-0.00542687186625,-0.9131557780396877
1789900055.495339,-0.027313232421875,7.62939453125e-05,-0.99298095703125,-0.02414631935262501,-0.004326238703937501,-0.9291208138380003
1789900055.594775,-0.0299072265625,-0.056182861328125,-0.9777069091796875,-0.02529850079460001,-0.014697563228775003,-0.9388380329063377
1789900055.6943378,-0.05316162109375,0.00885009765625,-0.97625732421875,-0.030871124854430013,-0.009988031051770003,-0.9463218911688203
1789900055.793744,-0.0431976318359375,-0.0041046142578125,-0.9879150390625,-0.03333642625073151,-0.008811347692978502,-0.9546405207475563
1789900055.893323,-0.0135650634765625,0.01800537109375,-1.00872802734375,-0.029382153695897705,-0.003448003935632802,-0.9654580220667951
1789900055.992835,-0.0269012451171875,-0.0186767578125,-0.9932861328125,-0.02888597198015567,-0.006493754711006242,-0.9710236442159361
1789900056.092803,-0.0373687744140625,-0.015380859375,-0.9972381591796875,-0.030582532466937037,-0.008271175643804994,-0.9762665472086864
1789900056.191894,-0.034393310546875,-0.003753662109375,-0.9940643310546875,-0.031344688082924635,-0.007367672936918995,-0.9798261039778867
1789900056.291315,-0.026763916015625,-0.007354736328125,-0.9907073974609375,-0.03042853366946471,-0.007365085615160196,-0.9820023626744969
1789900056.3909578,-0.0293121337890625,-0.0065155029296875,-0.993804931640625,-0.03020525369338427,-0.007195169078065658,-0.9843628764677226
1789900056.4903421,-0.0289764404296875,-0.01361083984375,-1.000396728515625,-0.02995949104064492,-0.008478303231202527,-0.9875696468773031
1789900056.589891,-0.0333709716796875,0.001190185546875,-1.0031585693359375,-0.03064178716845344,-0.006544605475587021,-0.99068743136903
1789900056.689488,-0.0254364013671875,-0.0064544677734375,-0.99359130859375,-0.029600710008200255,-0.006526577935157118,-0.991268206813974
1789900056.78895,0.0178985595703125,-0.010223388671875,-1.0095367431640625,-0.020100856092497704,-0.007265940082500695,-0.9949219140839918
1789900056.8884811,0.034698486328125,-0.0184173583984375,-0.9946136474609375,-0.009140987608373164,-0.009496223745688056,-0.9948602607593809
1789900056.98863,0.023681640625,-0.014739990234375,-0.9995880126953125,-0.002576461961698531,-0.010544977043425446,-0.9958058111465673
1789900057.087827,0.02496337890625,-0.0106964111328125,-0.997955322265625,0.0029315062118911756,-0.010575263861302859,-0.9962357133703789
1789900057.186979,0.0247344970703125,-0.0162200927734375,-0.9953765869140625,0.007292104383575441,-0.011704229643729788,-0.9960638880791156
1789900057.2865849,0.0309295654296875,-0.0190887451171875,-0.9966583251953125,0.012019596592797853,-0.013181132738421331,-0.996182775502355
1789900057.3862572,0.0321197509765625,-0.0106658935546875,-0.9977264404296875,0.01603962746955078,-0.012678084901674564,-0.9964915084878215
1789900057.485468,0.028533935546875,-0.0051727294921875,-0.9891815185546875,0.018538489085015625,-0.011177013819777152,-0.9950295105011948
1789900057.584861,0.0311126708984375,-0.021331787109375,-0.9947509765625,0.0210533254477,-0.013207968477696723,-0.9949738037134559
1789900057.684701,0.0396575927734375,-0.00885009765625,-0.9831390380859375,0.0247741789128475,-0.012336394313407379,-0.9926068505879522
1789900057.7844849,0.0384063720703125,-0.0149688720703125,-0.994384765625,0.0275006175443405,-0.012862889864788405,-0.9929624335953617
1789900057.883637,0.0373077392578125,-0.01678466796875,-0.998504638671875,0.0294620418870349,-0.013647245485580724,-0.9940708746106645
1789900057.983063,0.0236663818359375,-0.0193939208984375,-1.0040435791015625,0.028302909876815423,-0.014796580568152081,-0.9960654155088442
1789900058.082648,0.0133819580078125,-0.02532958984375,-1.011749267578125,0.02531871950301484,-0.016903182423271663,-0.9992021859227005
1789900058.182131,0.0201416015625,-0.019287109375,-1.008544921875,0.024283295914911875,-0.017379967813617333,-1.0010707331131605
1789900058.28168,0.0194244384765625,0.002471923828125,-1.0026092529296875,0.023311524427242,-0.013409589485268868,-1.001378437076466
1789900058.381271,0.025360107421875,0.0207366943359375,-0.9989776611328125,0.023721241026168603,-0.006580332721027596,-1.0008982818877354
1789900058.480826,0.0303192138671875,0.0300140380859375,-0.9990081787109375,0.025040835594372386,0.0007385414403654235,-1.0005202612523758
1789900058.5805469,0.02203369140625,-0.0009002685546875,-0.9872283935546875,0.024439406756747908,0.0004107794413548388,-0.9978618877128382
1789900058.680305,0.024810791015625,0.0313262939453125,-0.9937896728515625,0.024513683608523327,0.006593882342146372,-0.9970474447405832
1789900058.779207,0.027252197265625,0.009918212890625,-0.998443603515625,0.025061386339943665,0.007258748451842097,-0.9973266764955916
1789900058.87866,0.0263671875,0.00152587890625,-0.998992919921875,0.025322546571954936,0.006112174542723678,-0.9976599251808483
1789900058.9781299,0.016815185546875,0.013397216796875,-1.0063323974609375,0.02362107436693895,0.007569182993553943,-0.9993944196368663
1789900059.0776,-0.003082275390625,-0.00341796875,-0.9990692138671875,0.01828040441542616,0.005371752644843154,-0.9993293784829306
1789900059.1773381,0.0159912109375,0.0291900634765625,-1.0093841552734375,0.01782256571984093,0.010135414811187023,-1.001340333841032
1789900059.2766771,0.0060577392578125,0.05230712890625,-0.9853668212890625,0.015469600427435243,0.01856975763019962,-0.9981456313306382
1789900059.376408,0.020263671875,0.035400390625,-0.979034423828125,0.016428414716948198,0.021935884229159697,-0.9943233898301356
1789900059.4757938,0.0230560302734375,0.01495361328125,-0.975738525390625,0.01775393782824606,0.02053943003957776,-0.9906064169422335
1789900059.5752711,0.0287628173828125,0.031951904296875,-0.9882965087890625,0.019955713739159348,0.022821924891037206,-0.9901444353115993
1789900059.674742,-0.0004119873046875,0.0385894775390625,-1.0322265625,0.015882173530389978,0.025975435420642266,-0.9985608607492795
1789900059.7743359,0.016265869140625,0.106414794921875,-1.027252197265625,0.01595891265243698,0.04206330732088882,-1.0042991280525486
1789900059.87378,0.01470947265625,0.003082275390625,-0.9661712646484375,0.015709024653199587,0.03426710093483606,-0.9966735553717265
1789900059.973298,0.015167236328125,-0.033905029296875,-0.94683837890625,0.015600666988184669,0.020632674888493845,-0.9867065200786312
1789900060.072875,0.023040771484375,0.0248260498046875,-0.9713287353515625,0.017088687887422738,0.02147134987173258,-0.9836309631332175
1789900060.172359,0.0035552978515625,0.0156402587890625,-1.001495361328125,0.014382009880250691,0.020305131655198563,-0.9872038427721991
1789900060.2719622,-0.0079193115234375,0.0247344970703125,-1.0262603759765625,0.009921745599513053,0.02119100473822135,-0.9950151494130718
1789900060.371894,-0.0011138916015625,0.1067047119140625,-0.99371337890625,0.007714618159297942,0.038293746173389584,-0.9947547953117075
1789900060.470772,0.02606201171875,0.081024169921875,-1.0071258544921875,0.011384096871188354,0.04683983092308667,-0.9972290071478035
1789900060.570537,0.0489349365234375,0.1347503662109375,-0.97760009765625,0.018894264801638187,0.06442193798065683,-0.9933032252494928
1789900060.669985,0.001434326171875,0.036895751953125,-0.985931396484375,0.01540227707568555,0.05891670077515047,-0.9918288594964693
1789900060.769353,-0.018890380859375,0.01947021484375,-0.9957122802734375,0.00854374548867344,0.051027403588870375,-0.9926055436518629
1789900060.868856,0.0011444091796875,0.041961669921875,-0.96807861328125,0.007063878226876253,0.0492142568554713,-0.9877001575777404
1789900060.968786,0.02777099609375,0.128509521484375,-0.9947662353515625,0.011205301800251002,0.06507330978125205,-0.9891133731325049
1789900061.068188,-0.0121002197265625,0.01104736328125,-0.9808807373046875,0.006544197494888302,0.05426812048125164,-0.9874668459669415
1789900061.167764,-0.003326416015625,0.0590362548828125,-1.01385498046875,0.004570074792785641,0.055221747361563815,-0.9927444728673033
1789900061.267232,0.00042724609375,0.068084716796875,-1.0131378173828125,0.003741509052978513,0.057794341248626056,-0.9968231417704052
1789900061.366827,0.0042877197265625,0.042144775390625,-0.996185302734375,0.003850751187695311,0.05466442807702585,-0.9966955739631993
1789900061.466064,-0.0010833740234375,0.053985595703125,-0.989715576171875,0.002863926145468749,0.05452866160224568,-0.9952995744049346
1789900061.56549,-0.019927978515625,0.0905303955078125,-1.028076171875,-0.0016944547867500004,0.061729008383359055,-1.0018548938989478
1789900061.665221,-0.0432281494140625,0.0214080810546875,-0.981475830078125,-0.010001193712212501,0.05366482291762475,-0.9977790811347833
1789900061.764566,0.0155792236328125,0.128875732421875,-0.9868621826171875,-0.004885110243207501,0.0687070048184748,-0.9955957014312642
1789900061.864277,0.02227783203125,0.00567626953125,-0.95098876953125,0.000547478211683999,0.05610085776102985,-0.9866743150512615
1789900061.9637542,0.00128173828125,0.11187744140625,-1.0130767822265625,0.0006943302255971993,0.06725617449007387,-0.9919548084863217
1789900062.063266,-0.0187530517578125,0.0165557861328125,-0.9884490966796875,-0.003195146171084741,0.0571160968186216,-0.9912536661249949
1789900062.162592,-0.0069580078125,0.066131591796875,-0.97412109375,-0.003947718499367793,0.05891919581427228,-0.9878271516499959
1789900062.2621899,-0.0004730224609375,0.185394287109375,-1.0242462158203125,-0.0032527792916817342,0.08421421407329283,-0.9951109644840592
1789900062.36194,-0.02813720703125,0.1829986572265625,-0.9962615966796875,-0.008229664839595387,0.10397110270394677,-0.995341090923185
1789900062.461199,-0.0615234375,-0.049041748046875,-0.9743499755859375,-0.01888841937167631,0.07336853255378242,-0.9911428678557356
1789900062.5606241,0.017822265625,0.0850067138671875,-0.98651123046875,-0.01154628237234105,0.07569616881646345,-0.9902165403783385
1789900062.660552,0.0516510009765625,0.16961669921875,-1.0021514892578125,0.0010931742974396603,0.09448027489692076,-0.9926035301542334
1789900062.759738,-0.0053558349609375,0.0415191650390625,-1.0006103515625,-0.00019662755423577175,0.08388805292534911,-0.9942048944358868
1789900062.85926,-0.0354766845703125,0.0295257568359375,-1.015716552734375,-0.007252638957451117,0.07301559370746678,-0.9985072260955845
1789900062.958809,0.029815673828125,0.1879425048828125,-1.03228759765625,0.0001610235996641063,0.09600097594253593,-1.0052633004077176
1789900063.058567,0.046356201171875,0.1100921630859375,-1.0218048095703125,0.009400059114106286,0.09881921337121624,-1.0085716022402367
1789900063.157724,0.0267486572265625,-0.0279693603515625,-0.9465484619140625,0.01286977873659753,0.07346149862666049,-0.9961669741750019
1789900063.257392,0.0372772216796875,0.058074951171875,-0.9808197021484375,0.017751267325215522,0.07038418913570339,-0.9930975197696891
1789900063.357047,0.018829345703125,0.0912322998046875,-0.998046875,0.017966883000797417,0.07455381126950021,-0.9940873908157513
1789900063.4563031,-0.0109405517578125,0.028564453125,-1.02313232421875,0.012185396049075434,0.06535593964060017,-0.9998963774963511
1789900063.555896,-0.0108795166015625,-0.0240020751953125,-0.98760986328125,0.007572413518947848,0.04748433667341764,-0.9974390746533309
1789900063.655463,0.02154541015625,-0.014556884765625,-0.9609375,0.010367012846408279,0.03507609238560912,-0.9901387597226647
1789900063.754983,-0.0296173095703125,0.031524658203125,-0.9976348876953125,0.002370148363064123,0.0343658055491123,-0.9916379853171944
